issue_title,product_id,symptoms,steps
Print Jobs Stuck in Queue (Network Printing),SKU190,"When sending print jobs over Wi-Fi or Ethernet, documents remain in the print queue and do not print. The printer's display shows 'Ready' or 'Idle', but nothing is printed. Other devices may also be unable to print, and restarting the computer does not resolve the issue.","1. Ensure the PrintEase ColorJet 4500 is powered on and connected to the same network as your computer or mobile device.
2. Check the printer's control panel for any error messages (e.g., 'Offline', 'Paper Jam'). Resolve any displayed errors first.
3. On your computer, open the print queue (Devices & Printers > PrintEase ColorJet 4500 > See what's printing) and check if jobs are paused or stuck. Right-click and select 'Cancel' for all stuck jobs.
4. Restart both your printer and your computer. Allow both devices to fully power off before turning them back on.
5. Verify your network connection: On the printer, navigate to Settings > Network > Wireless Status (or Ethernet Status). Confirm it says 'Connected'. If not, reconnect to your Wi-Fi or Ethernet.
6. Update the printer driver/software on your computer. Visit the TechMart support site and download the latest drivers for the PrintEase ColorJet 4500.
7. If using AirPrint or Cloud Print, try printing a test page directly from your smartphone or tablet. If it fails, remove and re-add the printer on your device.
8. As a last resort, reset the printer's network settings: Go to Settings > Network > Restore Network Defaults and reconnect to your network.
9. Try printing again. If the issue persists, contact TechMart Support for advanced troubleshooting."
No Signal Detected on HDMI 2.1 Ports,SKU006,"When connecting a device (such as a PC, laptop, or gaming console) to either of the HDMI 2.1 ports on the VisionView 34 Ultrawide Monitor, the screen remains black with a 'No Signal' message displayed. The monitor's power LED is on, and other ports (such as DisplayPort) may work normally.","1. Ensure the monitor is powered on and the power LED is illuminated.
2. Confirm that the connected device is powered on and fully booted.
3. Verify the HDMI cable is securely connected to both the device and the monitor's HDMI 2.1 port. Try unplugging and reconnecting both ends.
4. Test with a different, high-quality HDMI cable (preferably rated for HDMI 2.1) to rule out cable faults.
5. Switch to the alternate HDMI 2.1 port on the monitor and check if the signal appears.
6. Use the monitor's input/source button to manually select the correct HDMI input.
7. On your connected device, ensure the display output is set to HDMI and that the resolution/refresh rate does not exceed 3440×1440 @ 165Hz.
8. If connecting a PC, update your graphics drivers and restart the system.
9. Test the HDMI ports with a different device (such as a different laptop or console) to determine if the issue is with the original device.
10. If 'No Signal' persists on both HDMI ports with multiple devices and cables, contact TechMart support for further assistance."
Keyboard Not Detected Over 2.4GHz Wireless Connection,SKU030,"When using the 2.4GHz wireless mode, the KeyStream 75 keyboard is not recognized by the computer. No keys register, and the keyboard's indicator light remains off or blinks rapidly. The keyboard works when connected via USB-C or Bluetooth.","1. Ensure the USB 2.4GHz dongle is firmly inserted into a working USB port on your PC or laptop.
2. Slide the keyboard's power switch to the ON position.
3. Press the mode switch key (Fn + 4) to select 2.4GHz mode. The indicator light should blink or turn solid to confirm the mode.
4. If the indicator flashes rapidly, the keyboard is not paired. Remove the dongle, wait 5 seconds, and re-insert it into a different USB port.
5. With the keyboard in 2.4GHz mode, press and hold Fn + Esc for 3 seconds to initiate pairing. The indicator should flash quickly.
6. Wait for the light to turn solid, indicating a successful connection. Test typing to confirm.
7. If the issue persists, try on another computer to rule out port or system issues.
8. If still unresolved, reset the keyboard by holding Fn + Space for 5 seconds (lights will flash), then repeat pairing steps.
9. If none of these steps work, contact TechMart support for further assistance."
DataVault NVMe SSD Not Detected in BIOS or Windows,SKU160,"After installing the DataVault NVMe SSD 2TB, the drive does not appear in the BIOS/UEFI storage list or in Windows Disk Management. The operating system does not detect the SSD, and no new storage device is available for formatting or partitioning.","1. Power off your PC and disconnect it from the power source. 
2. Open your PC case and ensure the DataVault NVMe SSD is fully seated in the M.2 slot. Remove and reinsert the SSD if necessary, making sure it clicks into place and is secured with the mounting screw.
3. Verify that your motherboard supports PCIe Gen4 x4 NVMe SSDs. If unsure, consult your motherboard's manual or manufacturer's website.
4. Boot into your BIOS/UEFI settings. Look for a section labeled 'NVMe Configuration,' 'Storage Configuration,' or similar. Check if the SSD is listed. If not, try the following sub-steps:
   a. Update your motherboard's BIOS/UEFI firmware to the latest version, following the manufacturer's instructions.
   b. Try installing the SSD in a different M.2 slot if available (some slots may be disabled by default or share bandwidth with other devices).
5. Save BIOS/UEFI settings and reboot into Windows. Open Disk Management (press Win+X and select 'Disk Management'). Check if the SSD appears as 'Unallocated.' If so, initialize and format the drive.
6. If the SSD is still not detected, test the SSD in another compatible system if possible. If it works elsewhere, the issue may be with your motherboard. If the drive is not detected in any system, contact TechMart support for further assistance or to initiate a warranty claim."
Laptop Stand Fails to Hold Position (Collapses Under Load),SKU039,"When a laptop is placed on the FlexStand Pro, the stand gradually lowers, collapses, or cannot maintain the set height or angle. Users may notice the platform slipping downwards or not staying securely at the chosen adjustment, especially with heavier laptops (up to 10kg).","1. Remove your laptop and any other items from the stand to prevent further strain.
2. Inspect the adjustment mechanism and locking levers or knobs for visible damage or debris.
3. Tighten all adjustment knobs or levers firmly by hand; do not use excessive force or tools, which may damage the mechanism.
4. Re-set the stand to your desired height and angle, making sure each adjustment point clicks or locks securely into place.
5. Gradually place your laptop onto the stand, checking if the platform holds position. Do not exceed the 10kg maximum load.
6. If the stand still collapses, check for any loose screws or joints and gently tighten them with an appropriate screwdriver if accessible.
7. If the mechanism remains loose or will not lock, discontinue use and contact TechMart Support for warranty assessment or replacement options."
No Display Output via HDMI 2.1 Port,SKU208,"When connecting the PixelEdge 15 Evo Laptop to an external monitor or TV using the HDMI 2.1 port, the external display remains blank or shows 'No Signal.' The laptop screen functions normally, and the HDMI cable and external monitor work with other devices.","1. Confirm that the HDMI cable is fully inserted into both the laptop's HDMI 2.1 port and the external display.
2. Ensure the external monitor/TV is powered on and set to the correct HDMI input source.
3. On the laptop, press Windows Key + P to open the display mode menu. Select 'Duplicate' or 'Extend' to activate the external display.
4. If no image appears, right-click on the desktop and select 'Display settings.' Scroll to 'Multiple displays' and click 'Detect.'
5. Try using a different HDMI cable and/or port on the external monitor to rule out cable or display issues.
6. Restart the laptop with the HDMI cable connected and monitor powered on.
7. Update the graphics drivers: Go to Device Manager > Display adapters > right-click your graphics card > Update driver.
8. If the issue persists, check for Windows updates to ensure system compatibility.
9. If none of the above steps resolve the issue, contact TechMart Support for further assistance or hardware inspection."
PixelStream X5 5G Smartphone: Screen Flickering or Ghost Touches,SKU171,"While using the PixelStream X5, the display intermittently flickers, shows horizontal lines, or registers touches that were not made (ghost touches). This issue may occur regardless of which app is open, and can be more noticeable when the screen brightness is low or during prolonged use.","1. Remove any third-party screen protector or case to rule out interference with the touchscreen.
2. Clean the display gently with a microfiber cloth to ensure no moisture or residue is affecting touch sensitivity.
3. Restart your device by holding the power button and selecting 'Restart.'
4. Update your PixelStream X5 to the latest software version: Go to Settings > System > System Update.
5. Boot your device into Safe Mode (press and hold the power button, then tap and hold 'Power Off' until 'Reboot to Safe Mode' appears) to see if the issue persists. If the problem goes away, a third-party app may be causing the issue; uninstall recently installed apps.
6. If the problem persists, back up your data and perform a factory reset: Settings > System > Reset > Factory Data Reset.
7. If none of the above steps resolve the issue, please contact TechMart Support or visit an authorized service center for further diagnosis, as the display hardware may require inspection or replacement."
Active Noise Cancellation Not Working,SKU008,"When ANC is enabled, background noise is not reduced. The ANC indicator light turns on, but users still hear outside sounds at normal levels. No difference is noticed between ANC on and off modes.","1. Ensure the headphones are fully charged. Low battery can affect ANC performance.
2. Confirm that ANC is enabled: press and hold the ANC button until the indicator light turns green.
3. Test ANC in a noisy environment (e.g., near a fan or traffic) to check for any reduction in background noise.
4. Check for any debris or blockages in the ear cups that may affect the microphones used for ANC.
5. Power off the headphones, wait 10 seconds, and power them back on. Re-enable ANC.
6. If using the headphones via Bluetooth, disconnect and reconnect to your device to rule out software glitches.
7. If the issue persists, reset the headphones by pressing and holding the power and ANC buttons together for 10 seconds until the LED flashes blue and green.
8. If none of these steps restore ANC function, contact TechMart support for further assistance or warranty service."
Active Stylus Pen Not Responding on Screen,SKU038,"When attempting to use the Active Stylus Pen with the TabAxis 11 Pro, the tablet does not register any input from the pen. Hand or finger touch still works normally. The stylus LED may not light up, or may flash briefly when a button is pressed.","1. Ensure the stylus battery is charged. If the pen uses a rechargeable battery, connect it to the charger for at least 30 minutes.
2. Detach any screen protector or case that may interfere with the stylus tip, and try using the pen again.
3. Restart the TabAxis 11 Pro by holding the power button and selecting 'Restart'.
4. Open Settings > Connected Devices > Stylus & Accessories, and check if the Active Stylus Pen is detected. If not, tap 'Pair new device' and follow on-screen instructions.
5. Test the stylus on different apps (e.g., Notes, Drawing Pad) to rule out app-specific issues.
6. Inspect the stylus tip for damage or debris. If removable, gently clean or replace the tip.
7. If the issue persists, try the stylus on another compatible device (if available) to determine if the pen itself is faulty.
8. If none of these steps resolve the problem, contact TechMart support for warranty service or replacement options."
No Signal Detected on USB-C Connection,SKU070,"When connecting a laptop or device via USB-C, the PixelEdge 32Q Pro Monitor displays 'No Signal' or remains blank. The monitor's power LED is on, and other ports (HDMI/DisplayPort) work normally. The laptop may charge via USB-C, but no image appears.","1. Ensure both the monitor and the laptop are powered on.
2. Check that the USB-C cable is securely connected to both the monitor's USB-C port and your device.
3. Confirm that your laptop supports video output (DisplayPort Alt Mode) over USB-C—some USB-C ports only support charging or data.
4. Try a different, high-quality USB-C cable rated for video and power delivery.
5. On your monitor, press the Input/Source button and select 'USB-C' as the active input.
6. On your laptop, make sure display mirroring or extended desktop is enabled in display settings.
7. Disconnect all other video cables from the monitor to avoid input conflicts.
8. If possible, test the USB-C connection with another device to determine if the issue is with the monitor or the laptop.
9. If the issue persists, restart both the monitor and your device, then try again.
10. If none of these steps resolve the problem, contact TechMart support with your monitor's serial number and a description of the issue."
No Signal Detected on USB-C Input,SKU185,"When connecting a laptop or compatible device to the PixelEdge 32 QHD Monitor via USB-C, the monitor displays 'No Signal' or goes into standby mode. The device may still charge via USB-C, but no image appears.","1. Ensure the USB-C cable is securely connected to both the monitor's USB-C port and your device.
2. Verify that your device supports video output over USB-C (DisplayPort Alt Mode). Some devices only support charging/data.
3. Check that the monitor input source is set to 'USB-C'. Use the monitor's on-screen menu to manually select the USB-C input.
4. Try a different USB-C cable that is rated for video and power delivery (not all cables support video output).
5. Disconnect other video cables (HDMI, DisplayPort) from the monitor to avoid input conflicts.
6. Restart both the monitor and your device.
7. Update the graphics drivers on your device to the latest version.
8. If possible, test with another device that supports USB-C video output to rule out device-specific issues.
9. If the issue persists, reset the monitor to factory settings via the on-screen menu.
10. Contact TechMart support if none of the above steps resolve the issue."
Active Stylus Not Responding on Screen,SKU228,"The included Active Stylus does not interact with the TabFlow X10 display. Touch input with fingers works normally, but the stylus does not draw, select, or register any input. The stylus indicator light may be off or flashing. No response in note-taking or drawing apps.","1. Ensure the stylus tip is not damaged or worn out. Replace the tip if necessary.
2. Check that the stylus battery is charged. Connect the stylus to the USB-C charger for at least 30 minutes, then try again.
3. Restart the TabFlow X10 by holding the power button for 10 seconds and selecting 'Restart.'
4. Confirm stylus support is enabled: Go to Settings > Advanced Features > Stylus and make sure 'Enable Stylus Input' is turned on.
5. Test the stylus on different apps (e.g., Notes, Sketch) to rule out app-specific issues.
6. Remove any magnetic keyboard or case that may be interfering with the screen and retest the stylus.
7. If the problem persists, try pairing the stylus again (if supported): Go to Settings > Bluetooth, select 'Active Stylus,' and tap 'Connect.'
8. As a last resort, perform a factory reset after backing up your data: Settings > System > Reset > Factory Data Reset.
If none of these steps resolve the issue, contact TechMart support for repair or replacement."
ClearCam Stream 4K Not Detected by Computer,SKU253,"When connecting the ClearCam Stream 4K via USB-C, the webcam does not appear in video conferencing apps or the operating system's camera list. The camera's status LED does not light up, and no device notification appears. Built-in microphones are also unavailable.","1. Ensure the USB-C cable is firmly connected to both the webcam and the computer's USB-C 3.0 port. Avoid using USB hubs or adapters for initial testing.
2. Test the webcam on a different USB-C port or another computer to rule out port or device-specific issues.
3. Confirm your computer supports USB 3.0 or higher. The ClearCam Stream 4K may not function with USB 2.0 ports.
4. Open your operating system's Device Manager (Windows) or System Information (macOS) to check if the camera appears under Imaging Devices or USB devices. If it shows an error, right-click and select 'Update Driver' (Windows) or restart your Mac.
5. If the camera is still not detected, unplug the device, restart your computer, and reconnect the webcam after reboot.
6. Inspect the USB-C cable for damage. If possible, try a different certified USB-C 3.0 cable.
7. Check for and install any available operating system updates, as well as software updates for your video conferencing apps.
8. If none of the above steps resolve the issue, contact TechMart support with your product serial number for further assistance."
EchoPulse Max Not Connecting via Bluetooth,SKU092,"The speaker does not appear in the Bluetooth device list when trying to pair. The Bluetooth LED indicator flashes blue rapidly. The speaker does not respond to connection attempts from phones, tablets, or computers.","1. Ensure the EchoPulse Max is powered on and in Bluetooth pairing mode (Bluetooth LED should be flashing blue).
2. Move the speaker and your device within 1 meter (3 feet) of each other to avoid signal interference.
3. On your device, turn Bluetooth off, wait 5 seconds, then turn it back on.
4. If the speaker still does not appear, press and hold the Bluetooth button on EchoPulse Max for 5 seconds to reset pairing mode. The LED should flash blue again.
5. Forget or remove any previously paired 'EchoPulse Max' entries from your device's Bluetooth settings.
6. Try pairing again from your device's Bluetooth menu.
7. If unsuccessful, power off both the speaker and your device. Turn them back on and repeat the pairing process.
8. If the issue persists, reset the EchoPulse Max by holding the power and Bluetooth buttons together for 10 seconds until the LED blinks white. Set up Bluetooth pairing again.
9. If none of these steps work, test with a different device to rule out issues with your original device.
10. Contact TechMart support if the speaker is still not discoverable."
Active Stylus Not Responding on TabStream X10 Screen,SKU069,"When using the included Active Stylus on the TabStream X10, strokes are not registered on the screen. The stylus does not draw, select, or interact with apps, although finger touch works normally. The stylus's LED (if present) may not light up.","1. Ensure the stylus tip is not damaged or excessively worn. Replace the tip if necessary.
2. Confirm that the stylus battery is charged (if it has a built-in rechargeable battery). Charge the stylus using the supplied USB-C charger for at least 30 minutes.
3. Gently wipe the screen with a microfiber cloth to remove any dirt or residue that could affect stylus sensitivity.
4. Restart the TabStream X10 by holding the power button and selecting 'Restart.'
5. Remove any third-party screen protectors, as some may interfere with stylus input.
6. Go to Settings > Connected Devices > Stylus and ensure 'Active Stylus' is enabled. If disabled, toggle it on.
7. Test the stylus on another compatible device (if available) to determine if the issue is with the stylus or the tablet.
8. If the stylus still does not work, perform a system update by going to Settings > System > Software Update and installing any available updates.
9. If the problem persists, contact TechMart support for further assistance or stylus replacement."
Laptop Stand Height Adjustment Mechanism Feels Stuck,SKU087,"When attempting to adjust the height of the FlexStand Air, the mechanism feels unusually stiff or will not move. The stand may not extend to the desired height, or may feel 'locked' in place, even when no visible obstructions are present.","1. Remove your laptop and any other objects from the stand to prevent excess weight or damage during troubleshooting.
2. Inspect both sides of the stand for visible debris, dirt, or foreign objects in the adjustment slots or joints. Gently clear away any obstructions using a soft cloth or compressed air.
3. Confirm that you are pressing or sliding the adjustment levers/buttons as indicated in the user manual. Some models require simultaneous pressing or releasing of safety locks.
4. If the mechanism remains stuck, carefully apply moderate, even pressure while attempting to adjust the height—do not force it, as this could damage the aluminum joints.
5. Check for any visible warping or bent parts, especially if the stand has been dropped or overloaded (exceeding 8kg max load).
6. If the adjustment is still not working, lightly lubricate the hinge points with a silicone-based lubricant (avoid oil-based products that may attract dust). Wipe away any excess.
7. Test the adjustment again. If the issue persists, discontinue use and contact TechMart support with your purchase details and a description of the problem."
Thunderbolt 4 Ports Not Detecting External Displays,SKU208,"When connecting an external monitor to either of the PixelEdge 15 Evo's Thunderbolt 4 ports using a USB-C to HDMI or DisplayPort adapter, the display is not detected. The external monitor remains blank, and Windows does not recognize an additional display in Display Settings. Other USB devices (like flash drives) may work in the same port.","1. Verify that the external monitor is powered on and the input source matches the connected cable (e.g., HDMI or DisplayPort).
2. Test the monitor and adapter with another device (if possible) to confirm that both are working.
3. Disconnect and firmly reconnect the USB-C adapter to the Thunderbolt 4 port. Try the second Thunderbolt 4 port if available.
4. On the PixelEdge 15 Evo, right-click the desktop, select 'Display settings,' and click 'Detect' under 'Multiple displays.'
5. Open Device Manager (Win+X > Device Manager) and expand 'Display adapters' and 'Universal Serial Bus controllers.' Look for any warning icons. If found, right-click and select 'Update driver.'
6. Check for Windows updates (Settings > Windows Update > Check for updates) and install any available updates.
7. Visit the PixelEdge support site to download and install the latest Thunderbolt and graphics drivers for your laptop model.
8. If the issue persists, restart the laptop and try booting with the adapter and monitor already connected.
9. If none of these steps resolve the issue, contact TechMart support as the Thunderbolt controller may require service."
Desktop Powers On But No Display Output,SKU068,"When pressing the power button on the CoreStation S5 Tower Desktop, the power LED lights up and internal fans spin, but no image appears on the monitor. The monitor stays black as if it is not detecting a signal. Keyboard and mouse lights may or may not turn on. There are no beep codes or warning lights on the desktop.","1. Verify that the monitor is powered on and the display cable (HDMI, DisplayPort, or DVI) is securely connected to both the monitor and the NVIDIA GeForce RTX 4060 graphics card (not the motherboard’s video ports).
2. Check that the monitor input source matches the cable type you are using (e.g., HDMI or DisplayPort).
3. If using multiple video outputs on the graphics card, try connecting the cable to a different port on the GPU and see if the display appears.
4. Test the monitor and cable with another device (such as a laptop) to ensure they are working.
5. Power off the desktop, unplug the power cable, and hold the power button for 10 seconds to discharge residual power. Reconnect the power cable and try powering on again.
6. If there is still no display, open the side panel (with the system powered off and unplugged), and make sure the graphics card is firmly seated in the PCIe slot and that its power connectors are secure.
7. Remove and reseat the RAM modules to ensure good contact.
8. Reconnect power and turn on the desktop. If there is still no display, try connecting the monitor to the motherboard’s video output. If you get a display this way, the graphics card may be faulty or incorrectly installed.
9. If the issue persists, contact TechMart support for further assistance or possible hardware service."
SwiftPoint MX Mouse Not Charging via USB-C,SKU150,"When connecting the SwiftPoint MX Wireless Mouse to a charger or computer using the USB-C cable, the battery LED does not light up, the mouse does not charge, and the device eventually powers off after battery depletion.","1. Confirm the USB-C cable is firmly connected to both the mouse and a known working USB port or charger.
2. Check for visible dirt or debris in the mouse’s USB-C port and gently clean it if needed with compressed air or a dry brush.
3. Try a different USB-C cable and/or charging port to rule out cable or power source issues.
4. Inspect the mouse's battery LED indicator for any flickering or abnormal behavior when plugged in.
5. If charging still fails, perform a soft reset by holding down the left, right, and DPI buttons simultaneously for 10 seconds, then reconnect the cable.
6. If the mouse is still not charging, contact TechMart support for warranty service or battery replacement."
No Display When Connected via USB-C,SKU312,"When connecting a laptop or device to the PixelFusion 32 QHD Monitor using a USB-C cable, the monitor displays 'No Signal' or remains black. The power LED is on, but there is no video or sound output. Charging via USB-C may still work.","1. Ensure your device supports video output over USB-C (DisplayPort Alternate Mode). Not all USB-C ports support video.
2. Unplug and re-plug the USB-C cable at both ends. Use the cable provided with the monitor if available.
3. Try a different USB-C cable rated for video/data, as some cables only support charging.
4. Verify the monitor's input source is set to 'USB-C'. Use the monitor's input/source button to toggle between HDMI, DisplayPort, and USB-C.
5. Restart both the monitor and your device.
6. If using Windows, press Windows+P to cycle display modes, or check Display Settings to ensure the monitor is detected.
7. Test the monitor with another USB-C device that supports video output.
8. If the issue persists, connect via HDMI or DisplayPort to confirm the monitor's display functions.
9. If no video via USB-C from any device, contact TechMart support for further assistance or possible hardware inspection."
CoreStation X5 Powers On but No Display Output,SKU207,"When powering on the CoreStation X5 Desktop, the power LED and internal fans spin up, but no image appears on the monitor. The monitor remains black or displays 'No Signal.' The keyboard and mouse may light up, but there is no startup beep or BIOS screen.","1. Confirm the monitor is powered on and connected to the CoreStation X5's graphics card HDMI or DisplayPort output (not the motherboard's video ports).
2. Check that the monitor input source matches the cable type (HDMI, DisplayPort).
3. Ensure the monitor cable is fully inserted at both ends and try a different cable if possible.
4. Disconnect all peripherals except the monitor, keyboard, and mouse.
5. Power off the CoreStation X5 and unplug it from the wall. Wait 30 seconds, then reconnect and power it back on.
6. Listen for any beep codes or observe if any error lights appear on the motherboard (if visible through the case window).
7. If still no display, open the side panel and ensure the NVIDIA GeForce RTX 4060 graphics card is securely seated in its PCIe slot and that its power connector is firmly attached.
8. Try connecting the monitor to a different output port on the graphics card.
9. If available, test with a different monitor.
10. If none of the above steps resolve the issue, contact TechMart Support for further assistance as the GPU or other hardware may require service."
USB-C Connection Not Charging Laptop,SKU191,"When connecting a laptop to the PixelGlide 32Q OLED Monitor using a USB-C cable, the laptop display extends or mirrors as expected, but the laptop is not charging (battery icon shows 'not charging' or laptop eventually runs out of battery).","1. Confirm that your laptop supports charging via USB-C (Power Delivery, PD). Not all laptops with USB-C ports accept charging input.
2. Ensure you are using the USB-C port on the monitor labeled for 65W PD (Power Delivery), and not a USB-A port.
3. Check the USB-C cable. Use a cable rated for power delivery (at least 65W); some USB-C cables only support data and display, not charging.
4. Unplug and replug the USB-C cable on both the monitor and the laptop. Listen for the charging chime or check the laptop's battery icon.
5. If using a docking station or adapter, connect the laptop directly to the monitor with the USB-C cable to rule out intermediary device issues.
6. Make sure the monitor is powered on and not in standby or sleep mode.
7. Try a different USB-C device (such as another laptop or a phone that supports PD charging) to verify if the monitor's USB-C port is providing power.
8. If the issue persists, update the laptop's BIOS/firmware and USB drivers from the manufacturer's support site.
9. If none of the above steps resolve the issue, contact TechMart support for hardware diagnostics or service."
Laptop Stand Fails to Hold Set Height or Collapses Under Load,SKU100,"The FlexiLift Pro Laptop Stand does not maintain the chosen height or angle, slowly collapses while in use, or suddenly lowers when a laptop is placed on it. Users may notice the stand's joints feel loose, or the locking mechanism does not seem to engage securely. The laptop may feel unstable or wobble during typing.","1. Remove your laptop from the FlexiLift Pro and place the stand on a flat surface.
2. Inspect the main hinge and height adjustment arms for visible debris or obstructions that may prevent secure locking.
3. Ensure the adjustment arms are fully extended to a valid height within the specified range (5–28 cm) and the angle is set between 15–45 degrees.
4. Firmly press down on the locking mechanism until you hear or feel a 'click.' If there is no engagement, gently wiggle the arms and try locking again.
5. Check for any loosened screws at the hinge or adjustment arms. If found, carefully tighten them using a Phillips screwdriver.
6. Wipe the hinge and joints with a clean, dry cloth to remove dust or residue that may affect grip.
7. Place your laptop (not exceeding 10 kg) back on the stand and verify if the stand holds steady at the set height and angle.
8. If the issue persists, discontinue use and contact TechMart support for further assistance or warranty evaluation."
Stand Height Adjustment Mechanism Stuck,SKU315,The FlexStand Pro cannot be raised or lowered smoothly. The height adjustment mechanism feels jammed or requires excessive force to move. The stand may be fixed at one height or angle and resists adjustment.,"1. Remove your laptop from the stand to prevent accidental drops or damage.
2. Inspect both sides of the stand for any visible obstructions, such as debris, dust, or a misaligned part in the adjustment tracks.
3. Gently try to adjust the height and angle with both hands, applying even pressure. Do not force the mechanism if it feels stuck.
4. If the mechanism does not move, check for any screws or joints that may have loosened; tighten them gently with a suitable screwdriver if needed.
5. Using a soft, dry cloth, wipe down the adjustment tracks and joints to remove any dust or particles that may be causing friction.
6. If the stand remains stuck, apply a small amount of silicone-based lubricant to the joints and moving parts—avoid using oil-based products, as these may damage the aluminum finish.
7. Allow the lubricant to settle for a few minutes, then attempt to adjust the height and angle again.
8. If the problem persists, discontinue use to avoid further damage and contact TechMart support for further assistance or warranty evaluation."
Printer Not Connecting to Wi-Fi Network,SKU282,"The PrintEase Pro 410 printer does not appear in the list of available devices when printing wirelessly. The Wi-Fi LED is blinking amber, and print jobs sent from computers or mobile devices remain in the queue. Printing via USB works, but wireless and mobile printing (AirPrint/Google Cloud Print) are unavailable.","1. Ensure your Wi-Fi router is powered on and broadcasting the correct network (2.4GHz/5GHz supported by printer).
2. Check that the printer is within range of the Wi-Fi router and there are no major obstructions (walls, appliances).
3. On the printer's control panel, navigate to Settings > Network > Wireless Setup Wizard and confirm the printer is connected to your intended Wi-Fi network.
4. If not connected, select your Wi-Fi network from the list and re-enter your Wi-Fi password carefully. Wait for the printer to confirm connection (Wi-Fi LED should turn solid blue).
5. Restart both your printer and Wi-Fi router, then wait 2-3 minutes for both devices to fully reboot.
6. On your computer or mobile device, remove and re-add the PrintEase Pro 410 printer from your list of available printers.
7. Try printing a test page wirelessly. If the issue persists, check for firmware updates for the printer via Settings > Device Update.
8. If still unresolved, perform a network reset on the printer (Settings > Network > Reset Network Settings), then repeat steps 3-7.
9. If none of the above steps work, contact TechMart support with details of your network configuration and error messages displayed."
Laptop Riser Will Not Hold Set Height/Angle,SKU039,"After adjusting the FlexStand Pro to a desired height or angle, the platform slowly collapses or fails to stay in position when a laptop is placed on it. Users may notice the riser slipping down or becoming unstable even with light pressure.","1. Remove your laptop from the riser and ensure the platform is empty.
2. Inspect the riser's adjustment joints and locking mechanism for visible debris, dust, or obstructions. Clean with a soft cloth if needed.
3. Make sure the adjustment levers or knobs are fully tightened. Some models require a firm twist or snap to fully lock.
4. Adjust the riser to a mid-range height (around 15 cm) and angle (about 20°), then securely lock the mechanism.
5. Gently press down on the platform to test if it holds. If it slips, tighten the adjustment mechanism further.
6. Place your laptop (within the 10 kg weight limit) back on the riser. Observe if the position holds under normal use.
7. If the riser still collapses, check for signs of mechanical damage or excessive wear on the joints. If damage is found or the issue persists, discontinue use and contact TechMart support for warranty assistance."
Laptop Stand Fails to Hold Set Height (Collapses Unexpectedly),SKU100,"The FlexiLift Pro Laptop Stand does not maintain the desired height or angle and collapses back to its lowest position when a laptop is placed on it. Users may notice difficulty in locking the stand at specific heights or the stand slipping during use, even with laptops under the 10 kg weight limit.","1. Remove your laptop from the FlexiLift Pro stand and place the stand on a flat, stable surface.
2. Inspect the stand’s adjustment mechanism (the hinges and locking levers) for any visible debris, dust, or obstructions that may be preventing proper locking.
3. If debris is present, gently clean the affected areas using a dry cloth or soft brush. Avoid using water or cleaning agents.
4. Extend the stand to several different heights (e.g., 10 cm, 20 cm, 28 cm) and angles (e.g., 15°, 30°, 45°), ensuring you hear or feel the locking mechanism engage each time.
5. With one hand stabilizing the base, gently apply downward pressure to the laptop platform to test if the stand holds firm at each setting.
6. If the stand continues to collapse, check that the locking levers are clicking fully into place. If not, try re-seating the levers by moving them back and forth several times.
7. If the problem persists after cleaning and re-seating, verify your laptop does not exceed the 10 kg maximum load.
8. If the issue is unresolved, discontinue use and contact TechMart support for warranty evaluation, as there may be a defect with the locking mechanism."
No Display When Using USB-C Connection,SKU263,"When connecting a laptop or device to the PixelEdge 32 QHD Monitor via USB-C, the monitor shows a 'No Signal' message, remains black, or does not display any image, even though the device appears to be charging via USB-C.","1. Ensure your laptop/device supports video output (DisplayPort Alt Mode) over USB-C. Not all USB-C ports support video.
2. Use the USB-C cable provided with the monitor or a certified high-quality USB-C cable that supports video and data, not just charging.
3. Disconnect and reconnect the USB-C cable on both ends. Make sure the connections are secure.
4. On your laptop/device, check display settings to ensure it is set to output to an external display. (Windows: Windows Key + P; macOS: System Preferences > Displays)
5. On the monitor, press the input/source button and select 'USB-C' as the input source. The monitor may not automatically switch to USB-C input.
6. If possible, test the USB-C connection with another compatible device to rule out device-specific issues.
7. If the issue persists, update your device's graphics drivers and firmware, then restart both the monitor and your device.
8. If none of the above steps resolve the issue, try connecting via HDMI or DisplayPort to verify the monitor's functionality, and contact TechMart support with your findings."
Keyboard Not Detected via 2.4GHz Wireless Dongle,SKU081,"When attempting to use the KeySync Pro Wirelessly with the 2.4GHz dongle, the keyboard does not type or respond. The keyboard's indicator LED flashes blue three times when powered on, and the dongle's LED (if present) does not light up. The keyboard works fine via Bluetooth and USB-C wired modes.","1. Ensure the 2.4GHz dongle is fully inserted into a working USB port on your computer. Try a different port if unsure.
2. Set the keyboard's connectivity switch to the 2.4GHz position (usually marked with a '2.4G' symbol).
3. Turn the keyboard off and back on using the power switch. Wait 5 seconds for the connection to establish.
4. If still unresponsive, unplug the dongle and reinsert it. Wait for your computer to recognize the new USB device.
5. Try the dongle on a different computer to rule out USB port issues.
6. If the keyboard still doesn't connect, perform a wireless reset: hold down the 'Esc' key and 'Q' key together for 5 seconds until the indicator LED flashes rapidly. Then turn the keyboard off and on again.
7. If the issue persists, ensure the keyboard's battery is sufficiently charged by connecting it via USB-C cable and charging for at least 30 minutes. Retry steps 2-4.
8. If none of these steps resolve the issue, contact TechMart support for further assistance or to request a replacement dongle."
